ID	x	y	z	cluster
human3_lib4.final_cell_0166	-4.505999	13.264830	5.233388	1.000000
human3_lib4.final_cell_0167	-4.099021	-1.028134	-7.283484	3.000000
human3_lib4.final_cell_0168	-2.741734	7.841492	13.576226	1.000000
human3_lib4.final_cell_0169	14.323603	-8.425806	7.547721	1.000000
human3_lib4.final_cell_0170	-10.877266	-16.414089	-3.187740	3.000000
human3_lib4.final_cell_0171	-19.179209	13.999792	11.829095	3.000000
human3_lib4.final_cell_0172	5.347679	4.523426	9.744263	1.000000
human3_lib4.final_cell_0173	-12.016693	-2.517510	10.758551	3.000000
human3_lib4.final_cell_0174	-12.732615	4.754650	-0.846372	3.000000
human3_lib4.final_cell_0175	-18.655669	-8.671226	0.406898	3.000000
human3_lib4.final_cell_0176	-39.938252	8.285512	6.655327	3.000000
human3_lib4.final_cell_0177	12.946273	-1.363513	2.615877	3.000000
human3_lib4.final_cell_0178	-5.347235	-5.917306	-4.004152	3.000000
human3_lib4.final_cell_0179	-9.060504	-23.140291	2.670931	3.000000
human3_lib4.final_cell_0180	10.949475	9.182224	-6.826337	1.000000
human3_lib4.final_cell_0181	-14.361793	5.430889	-2.423850	3.000000
human3_lib4.final_cell_0182	-18.295121	-1.537287	15.048009	3.000000
human3_lib4.final_cell_0183	13.378017	8.431330	-5.860697	1.000000
human3_lib4.final_cell_0184	-18.941274	-1.850494	3.309967	3.000000
human3_lib4.final_cell_0185	1.799416	11.640709	-1.641566	1.000000
human3_lib4.final_cell_0186	6.473489	3.380997	7.621936	1.000000
human3_lib4.final_cell_0187	-23.487668	0.860843	2.987376	3.000000
human3_lib4.final_cell_0188	11.325090	8.789459	-6.607597	1.000000
human3_lib4.final_cell_0189	13.015108	9.382688	-4.495870	1.000000
human3_lib4.final_cell_0190	-11.848660	-5.673193	-6.541634	3.000000
human3_lib4.final_cell_0191	-4.972596	2.238267	-2.299400	3.000000
human3_lib4.final_cell_0192	8.662493	8.457397	-0.955713	1.000000
human3_lib4.final_cell_0193	12.822571	-7.468115	-8.941203	1.000000
human3_lib4.final_cell_0194	9.890020	-0.461740	8.175388	1.000000
human3_lib4.final_cell_0195	0.801367	-19.666569	6.802573	3.000000
human3_lib4.final_cell_0196	11.671155	-7.054459	1.542390	1.000000
human3_lib4.final_cell_0197	-14.514477	7.130974	-8.379943	3.000000
human3_lib4.final_cell_0198	-24.658151	-9.146723	-7.105295	3.000000
human3_lib4.final_cell_0199	-5.384090	1.110889	-25.959971	3.000000
human3_lib4.final_cell_0200	-12.165683	-0.368402	-6.895796	3.000000
human3_lib4.final_cell_0201	10.220886	-9.936209	-6.822549	1.000000
human3_lib4.final_cell_0202	11.834598	7.883184	-6.740821	1.000000
human3_lib4.final_cell_0203	11.121270	6.035101	-4.157352	1.000000
human3_lib4.final_cell_0204	-10.245236	-4.460681	-1.026369	3.000000
human3_lib4.final_cell_0205	18.168362	-10.312693	2.092565	1.000000
human3_lib4.final_cell_0206	10.276973	-3.895803	6.676847	1.000000
human3_lib4.final_cell_0207	-19.927160	-0.774484	7.820611	3.000000
human3_lib4.final_cell_0208	8.646831	-8.873129	-0.364419	1.000000
human3_lib4.final_cell_0209	7.020578	6.734910	8.343517	1.000000
human3_lib4.final_cell_0210	-9.426114	-5.470923	11.196976	3.000000
human3_lib4.final_cell_0211	-7.051612	-4.973635	-11.099647	3.000000
human3_lib4.final_cell_0212	13.393656	13.564864	-4.958765	1.000000
human3_lib4.final_cell_0213	-25.531510	19.466497	12.623306	3.000000
human3_lib4.final_cell_0214	-30.516312	7.331422	-18.235801	3.000000
human3_lib4.final_cell_0215	12.876834	-9.880339	-3.872354	1.000000
human3_lib4.final_cell_0216	10.267984	0.768097	6.720594	1.000000
human3_lib4.final_cell_0217	5.490196	7.051606	6.217082	1.000000
human3_lib4.final_cell_0218	13.588048	-6.494453	-2.392148	1.000000
human3_lib4.final_cell_0219	-24.642400	-4.108390	20.053147	3.000000
human3_lib4.final_cell_0220	-12.449084	22.230354	-11.519400	1.000000
human3_lib4.final_cell_0221	-1.483072	8.286788	-4.073183	1.000000
human3_lib4.final_cell_0222	10.531615	12.012331	-6.994525	1.000000
human3_lib4.final_cell_0223	10.290782	-3.298964	-1.689661	1.000000
human3_lib4.final_cell_0224	-9.520377	-10.685461	-11.473043	3.000000
human3_lib4.final_cell_0225	10.851703	-9.100291	-1.118532	1.000000
human3_lib4.final_cell_0226	9.828714	-6.157148	2.367130	1.000000
human3_lib4.final_cell_0227	10.070544	-6.098003	3.497371	1.000000
human3_lib4.final_cell_0228	-18.768830	-2.533786	18.857661	3.000000
human3_lib4.final_cell_0229	12.035641	-8.896046	2.151124	1.000000
human3_lib4.final_cell_0230	10.173214	9.857610	-5.423786	1.000000
human3_lib4.final_cell_0231	10.334033	10.157608	-7.610675	1.000000
human3_lib4.final_cell_0232	-11.963576	0.994414	-4.698739	3.000000
human3_lib4.final_cell_0233	-21.286921	-2.303562	1.364284	3.000000
human3_lib4.final_cell_0234	-17.322818	26.459963	-6.133816	3.000000
human3_lib4.final_cell_0235	10.930112	8.782347	-6.349190	1.000000
human3_lib4.final_cell_0236	13.720218	-11.034707	-4.196517	1.000000
human3_lib4.final_cell_0237	-2.165330	5.324338	-5.584814	6.000000
human3_lib4.final_cell_0238	-4.171216	3.744738	-0.382506	1.000000
human3_lib4.final_cell_0239	1.614647	11.753248	-8.300548	3.000000
human3_lib4.final_cell_0240	11.218693	-8.231060	-5.917822	1.000000
human3_lib4.final_cell_0241	6.294326	5.232359	8.409407	1.000000
human3_lib4.final_cell_0242	-25.162023	-5.123245	-8.181398	3.000000
human3_lib4.final_cell_0243	12.232610	-11.446068	2.279583	1.000000
human3_lib4.final_cell_0244	11.036689	-2.748038	-0.088015	1.000000
human3_lib4.final_cell_0245	1.450057	4.080869	6.609779	1.000000
human3_lib4.final_cell_0246	6.042499	2.844468	8.809466	1.000000
human3_lib4.final_cell_0247	5.024042	9.591961	0.301266	1.000000
human3_lib4.final_cell_0248	1.933760	5.418599	-5.587767	1.000000
human3_lib4.final_cell_0249	-7.744438	-4.669686	5.368181	3.000000
human3_lib4.final_cell_0250	10.844479	11.057712	-7.067631	1.000000
human3_lib4.final_cell_0251	7.550773	-6.681494	0.921671	1.000000
human3_lib4.final_cell_0252	9.730126	7.516907	1.462586	1.000000
human3_lib4.final_cell_0253	13.722251	-0.332121	10.466870	1.000000
human3_lib4.final_cell_0254	6.252003	-7.243246	-4.814453	1.000000
human3_lib4.final_cell_0255	-3.751745	1.941055	-2.897696	6.000000
human3_lib4.final_cell_0256	-5.183265	6.268216	4.879717	1.000000
human3_lib4.final_cell_0257	14.082540	-9.297074	-0.049784	1.000000
human3_lib4.final_cell_0258	17.468022	11.568792	-5.137326	1.000000
human3_lib4.final_cell_0259	2.872948	7.429768	11.607627	1.000000
human3_lib4.final_cell_0260	-5.244020	4.786264	-0.051091	1.000000
human3_lib4.final_cell_0261	-11.359571	1.413543	5.538565	1.000000
human3_lib4.final_cell_0262	-7.426148	2.829163	-0.963449	3.000000
human3_lib4.final_cell_0263	13.560528	-12.601063	-1.928081	1.000000
human3_lib4.final_cell_0264	15.273146	-11.892665	-4.581768	1.000000
human3_lib4.final_cell_0265	16.117162	-13.197309	3.972881	1.000000
human3_lib4.final_cell_0266	-13.507405	-4.295396	7.249139	3.000000
human3_lib4.final_cell_0267	-4.419077	-5.960956	3.715858	3.000000
human3_lib4.final_cell_0268	15.435184	-4.422964	0.184031	1.000000
human3_lib4.final_cell_0269	-13.166956	-3.212976	-13.906279	3.000000
human3_lib4.final_cell_0270	-23.586062	-0.070206	10.814973	3.000000
human3_lib4.final_cell_0271	-7.894878	0.237010	-3.024148	3.000000
human3_lib4.final_cell_0272	-13.030864	-7.516074	1.228400	3.000000
human3_lib4.final_cell_0273	3.527667	-3.358339	-8.335320	1.000000
human3_lib4.final_cell_0274	-7.323655	-4.716491	7.530870	3.000000
human3_lib4.final_cell_0275	12.454706	-5.990137	2.244524	1.000000
human3_lib4.final_cell_0276	10.190336	14.136155	-6.720839	1.000000
human3_lib4.final_cell_0277	-22.134849	-24.860231	13.125251	3.000000
human3_lib4.final_cell_0278	9.922413	10.833284	-3.674523	1.000000
human3_lib4.final_cell_0279	12.514027	-7.362506	-3.123553	1.000000
human3_lib4.final_cell_0280	10.689571	9.718304	-4.296869	1.000000
human3_lib4.final_cell_0281	5.412442	5.713143	5.864838	1.000000
human3_lib4.final_cell_0282	10.210542	-7.445438	-0.875233	1.000000
human3_lib4.final_cell_0283	-13.857919	13.508694	14.312161	1.000000
human3_lib4.final_cell_0284	-7.439119	-1.230065	-1.469600	3.000000
human3_lib4.final_cell_0285	13.592861	-5.020944	4.249191	1.000000
human3_lib4.final_cell_0286	8.982994	-8.515611	4.018744	1.000000
human3_lib4.final_cell_0287	-8.100459	5.542114	-11.224118	3.000000
human3_lib4.final_cell_0288	8.194237	13.215293	-4.575574	1.000000
human3_lib4.final_cell_0289	11.235345	-8.223104	0.550466	1.000000
human3_lib4.final_cell_0290	12.661242	7.722073	-2.919429	1.000000
human3_lib4.final_cell_0291	11.409596	5.338001	-2.142980	1.000000
human3_lib4.final_cell_0292	-18.171134	-2.568593	-16.072559	3.000000
human3_lib4.final_cell_0293	16.294278	-7.805224	4.240890	1.000000
human3_lib4.final_cell_0294	0.817726	1.940547	12.758013	1.000000
human3_lib4.final_cell_0295	10.845766	-6.942537	1.832782	1.000000
human3_lib4.final_cell_0296	10.263529	4.093972	-6.604794	1.000000
human3_lib4.final_cell_0297	0.790777	-1.682054	5.403958	1.000000
human3_lib4.final_cell_0298	17.214651	-8.631869	1.622023	1.000000
human3_lib4.final_cell_0299	2.526196	-5.303152	-5.685141	1.000000
human3_lib4.final_cell_0300	-8.341201	-9.699714	-2.780429	3.000000
human3_lib4.final_cell_0301	14.761101	-8.155117	-0.991483	1.000000
human3_lib4.final_cell_0302	-1.462443	7.515964	8.021242	1.000000
human3_lib4.final_cell_0303	-7.208986	1.385437	1.242654	6.000000
human3_lib4.final_cell_0304	4.609709	12.825661	-9.921857	1.000000
human3_lib4.final_cell_0305	-1.886947	1.238107	0.851651	1.000000
human3_lib4.final_cell_0306	6.230344	10.222407	1.756272	1.000000
human3_lib4.final_cell_0307	-11.242418	5.642601	0.096441	3.000000
human3_lib4.final_cell_0308	11.257788	-10.588423	2.171457	1.000000
human3_lib4.final_cell_0309	8.549475	-6.542745	1.269048	1.000000
human3_lib4.final_cell_0310	6.956262	8.410718	7.432236	1.000000
human3_lib4.final_cell_0311	-8.910829	-2.704388	4.747922	3.000000
human3_lib4.final_cell_0312	12.423813	-9.925511	-1.210074	1.000000
human3_lib4.final_cell_0313	18.020517	-14.219613	2.436831	1.000000
human3_lib4.final_cell_0314	-14.111089	-20.973278	-2.343005	3.000000
human3_lib4.final_cell_0315	-6.637013	-4.016145	-7.516511	3.000000
human3_lib4.final_cell_0316	-11.924836	6.358094	1.805781	3.000000
human3_lib4.final_cell_0317	-9.025987	-0.092508	-4.546321	3.000000
human3_lib4.final_cell_0318	-13.953639	-5.159388	-8.155826	3.000000
human3_lib4.final_cell_0319	4.410821	5.288499	5.265624	1.000000
human3_lib4.final_cell_0320	-5.560401	-0.475734	6.114335	1.000000
human3_lib4.final_cell_0321	8.641963	-8.677080	2.641746	1.000000
human3_lib4.final_cell_0322	13.146081	8.359395	-5.718711	1.000000
human3_lib4.final_cell_0323	11.434366	-9.294736	-0.636365	1.000000
human3_lib4.final_cell_0324	13.252063	-8.232668	0.617476	1.000000
human3_lib4.final_cell_0325	10.503713	9.382134	-6.030880	1.000000
human3_lib4.final_cell_0326	10.923932	8.124716	-6.091893	1.000000
human3_lib4.final_cell_0327	-2.356668	-3.721673	2.776216	6.000000
human3_lib4.final_cell_0328	12.704310	10.883482	-5.139428	1.000000
human3_lib4.final_cell_0329	16.698256	-5.799498	5.683279	1.000000
human3_lib4.final_cell_0330	10.404641	-4.116636	3.175544	1.000000
human3_lib4.final_cell_0331	5.358475	10.552446	10.844187	1.000000
human3_lib4.final_cell_0332	-10.424656	6.561567	-1.462108	3.000000
human3_lib4.final_cell_0333	-4.265588	4.221750	2.011168	1.000000
human3_lib4.final_cell_0334	8.670699	-2.807211	9.935929	1.000000
human3_lib4.final_cell_0335	-4.279291	2.000594	-4.951907	3.000000
human3_lib4.final_cell_0336	18.879259	12.732983	-2.367997	1.000000
human3_lib4.final_cell_0337	10.512124	-8.232823	2.834809	1.000000
human3_lib4.final_cell_0338	9.517406	13.020282	6.234074	1.000000
human3_lib4.final_cell_0339	-8.512635	6.742248	-0.776585	3.000000
human3_lib4.final_cell_0340	10.011517	6.330431	-8.078822	1.000000
human3_lib4.final_cell_0341	16.585548	-6.472324	-1.923127	1.000000
human3_lib4.final_cell_0342	-17.344710	11.547913	1.565690	3.000000
human3_lib4.final_cell_0343	-10.975532	-3.388311	1.127409	6.000000
human3_lib4.final_cell_0344	11.321429	-7.575964	3.180757	1.000000
human3_lib4.final_cell_0345	-2.139752	12.066456	-22.265036	3.000000
human3_lib4.final_cell_0346	11.959187	-8.328032	2.781452	1.000000
human3_lib4.final_cell_0347	8.147961	-12.256335	2.258742	1.000000
human3_lib4.final_cell_0348	15.286251	0.507495	-4.262672	1.000000
human3_lib4.final_cell_0349	7.203252	12.363625	6.837273	1.000000
human3_lib4.final_cell_0350	10.971899	-4.371932	-0.229504	1.000000
human3_lib4.final_cell_0351	5.831646	1.776589	4.983832	1.000000
human3_lib4.final_cell_0352	-5.640006	-2.690627	1.105192	3.000000
human3_lib4.final_cell_0353	8.481382	8.517490	-4.648623	1.000000
human3_lib4.final_cell_0354	11.253906	-15.595037	0.618841	1.000000
human3_lib4.final_cell_0355	-1.612409	-25.812552	1.205155	3.000000
human3_lib4.final_cell_0356	4.106259	-13.555984	1.559150	3.000000
human3_lib4.final_cell_0357	13.554223	-13.003801	-0.374087	1.000000
human3_lib4.final_cell_0358	-30.689078	9.928360	-25.383381	3.000000
human3_lib4.final_cell_0359	-8.764387	2.665401	-9.870114	3.000000
human3_lib4.final_cell_0360	-5.965280	13.865970	2.366887	1.000000
human3_lib4.final_cell_0361	-4.435066	-3.640374	-1.294881	3.000000
human3_lib4.final_cell_0362	9.498735	-10.746514	4.892264	1.000000
human3_lib4.final_cell_0363	11.701636	16.393797	-9.282860	1.000000
human3_lib4.final_cell_0364	9.527791	-7.704941	-1.519330	1.000000
human3_lib4.final_cell_0365	-20.754858	10.849221	8.322355	3.000000
human3_lib4.final_cell_0366	-0.116157	6.632755	13.614084	1.000000
human3_lib4.final_cell_0367	12.387543	10.813335	-9.240878	1.000000
human3_lib4.final_cell_0368	-7.995487	-17.043824	0.737105	3.000000
human3_lib4.final_cell_0369	7.032734	5.098506	9.270770	1.000000
human3_lib4.final_cell_0370	6.279591	0.976884	3.634453	1.000000
human3_lib4.final_cell_0371	-9.438633	-7.223948	-2.922450	3.000000
human3_lib4.final_cell_0372	15.330145	14.320228	-3.456135	1.000000
human3_lib4.final_cell_0373	15.077056	-7.054751	-3.086676	1.000000
human3_lib4.final_cell_0374	12.207025	-7.324507	-4.457430	1.000000
human3_lib4.final_cell_0375	12.047634	2.876597	6.089645	1.000000
human3_lib4.final_cell_0376	-6.699793	6.866179	15.350977	1.000000
human3_lib4.final_cell_0377	10.056251	-10.032860	-0.300966	2.000000
human3_lib4.final_cell_0378	-4.000660	-2.531647	6.194496	1.000000
human3_lib4.final_cell_0379	11.495406	7.854964	-6.464088	1.000000
human3_lib4.final_cell_0380	4.224485	-9.133923	1.716656	1.000000
human3_lib4.final_cell_0381	-1.632508	-4.106805	-3.943892	3.000000
human3_lib4.final_cell_0382	11.133434	10.238093	-9.938780	1.000000
human3_lib4.final_cell_0383	-23.329395	2.351182	14.242990	3.000000
human3_lib4.final_cell_0384	-11.835295	-0.424508	5.312528	3.000000
human3_lib4.final_cell_0385	8.763789	-5.977177	-2.075042	1.000000
human3_lib4.final_cell_0386	3.049071	-10.253556	3.993110	1.000000
human3_lib4.final_cell_0387	10.817891	-8.032568	0.431377	1.000000
human3_lib4.final_cell_0388	12.224515	-4.024666	-3.243552	1.000000
human3_lib4.final_cell_0389	13.748825	-3.353492	11.213077	1.000000
human3_lib4.final_cell_0390	6.345107	2.899937	6.313323	1.000000
human3_lib4.final_cell_0391	-6.798564	-6.480991	-6.930679	3.000000
human3_lib4.final_cell_0392	37.636028	-3.206028	7.358185	1.000000
human3_lib4.final_cell_0393	-10.493497	-6.863513	3.450831	2.000000
human3_lib4.final_cell_0394	-7.895625	-1.819231	-2.546524	3.000000
human3_lib4.final_cell_0395	3.211960	5.526883	6.247747	1.000000
human3_lib4.final_cell_0396	-5.762460	1.616265	-0.291078	3.000000
human3_lib4.final_cell_0397	8.074131	10.151611	-7.686800	1.000000
human3_lib4.final_cell_0398	4.879732	6.331573	4.121244	1.000000
human3_lib4.final_cell_0399	15.820013	-15.669174	-5.158726	1.000000
human3_lib4.final_cell_0400	2.011388	6.308973	2.054681	1.000000
human3_lib4.final_cell_0401	12.533247	11.064508	-7.548211	1.000000
human3_lib4.final_cell_0402	-6.121200	-24.476627	-1.884594	1.000000
human3_lib4.final_cell_0403	-7.104005	-6.290355	-3.862722	3.000000
human3_lib4.final_cell_0404	1.338294	1.175449	5.896494	1.000000
human3_lib4.final_cell_0405	20.835982	10.198868	-13.636246	3.000000
human3_lib4.final_cell_0406	1.947338	-3.769547	-20.328213	3.000000
human3_lib4.final_cell_0407	-8.638203	1.071204	7.205676	3.000000
human3_lib4.final_cell_0408	9.068154	19.068606	2.507370	1.000000
human3_lib4.final_cell_0409	10.513799	2.204928	10.048139	1.000000
human3_lib4.final_cell_0410	13.241274	14.170973	5.093982	1.000000
human3_lib4.final_cell_0411	-13.825445	0.720031	6.065524	3.000000
human3_lib4.final_cell_0412	-5.070523	-7.142339	1.182850	3.000000
human3_lib4.final_cell_0413	11.662073	9.874161	-5.081926	1.000000
human3_lib4.final_cell_0414	-27.466494	0.554816	-8.302944	3.000000
human3_lib4.final_cell_0415	5.334510	6.137152	9.142335	1.000000
human3_lib4.final_cell_0416	-1.095251	10.289825	-2.032263	1.000000
human3_lib4.final_cell_0417	6.682831	4.892864	10.855015	1.000000
human3_lib4.final_cell_0418	-4.624242	-11.952664	-5.607731	3.000000
human3_lib4.final_cell_0419	-6.157257	3.300549	5.846314	1.000000
human3_lib4.final_cell_0420	12.724466	-10.384597	0.165890	1.000000
human3_lib4.final_cell_0421	6.830768	6.581054	7.695847	1.000000
human3_lib4.final_cell_0422	10.988988	-10.945940	4.433915	1.000000
human3_lib4.final_cell_0423	7.600173	-0.660769	6.912473	1.000000
human3_lib4.final_cell_0424	-4.102658	-7.447470	-0.837745	3.000000
human3_lib4.final_cell_0425	16.541466	10.661003	-6.098930	1.000000
human3_lib4.final_cell_0426	-8.225425	3.108020	-1.639907	3.000000
human3_lib4.final_cell_0427	9.498815	-11.897038	-2.297086	1.000000
human3_lib4.final_cell_0428	7.070876	-3.946406	8.531905	1.000000
human3_lib4.final_cell_0429	14.419825	-9.448193	0.928269	1.000000
human3_lib4.final_cell_0430	8.892619	-7.475245	0.884157	1.000000
human3_lib4.final_cell_0431	1.505793	8.117104	2.655679	1.000000
human3_lib4.final_cell_0432	0.046505	4.377296	14.871262	1.000000
human3_lib4.final_cell_0433	8.151937	7.280187	-5.099702	1.000000
human3_lib4.final_cell_0434	-7.664351	1.609032	-3.829340	3.000000
human3_lib4.final_cell_0435	7.971313	8.253646	-7.361472	1.000000
human3_lib4.final_cell_0436	5.528045	10.153672	19.917571	1.000000
human3_lib4.final_cell_0437	4.674518	5.850058	12.359166	1.000000
human3_lib4.final_cell_0438	8.855282	5.186569	4.280990	1.000000
human3_lib4.final_cell_0439	-3.159886	-4.706697	16.769593	1.000000
human3_lib4.final_cell_0440	13.873026	8.727337	-8.060038	1.000000
human3_lib4.final_cell_0441	3.785200	5.373267	8.184912	1.000000
human3_lib4.final_cell_0442	10.006577	-8.032560	0.582205	3.000000
human3_lib4.final_cell_0443	-5.195093	-0.520577	-0.473304	3.000000
human3_lib4.final_cell_0444	-12.541354	1.552031	0.988546	3.000000
human3_lib4.final_cell_0445	9.240458	18.826954	-18.102937	3.000000
human3_lib4.final_cell_0446	6.068529	6.313256	18.071368	1.000000
human3_lib4.final_cell_0447	-13.916550	3.235248	6.715202	3.000000
human3_lib4.final_cell_0448	12.349673	11.172691	-1.575623	1.000000
human3_lib4.final_cell_0449	-6.835192	3.530478	1.418503	6.000000
human3_lib4.final_cell_0450	5.396162	-4.220382	1.738949	1.000000
human3_lib4.final_cell_0451	-6.559406	8.626717	-3.629457	1.000000
human3_lib4.final_cell_0452	12.681371	-7.573358	1.048421	1.000000
human3_lib4.final_cell_0453	11.781405	13.388933	-4.607039	1.000000
human3_lib4.final_cell_0454	-7.939276	3.941275	6.850701	1.000000
human3_lib4.final_cell_0455	-7.098435	1.770937	0.985576	6.000000
human3_lib4.final_cell_0456	-3.633819	2.599624	0.291398	1.000000
human3_lib4.final_cell_0457	-10.368350	-19.790341	13.565556	6.000000
human3_lib4.final_cell_0458	1.768439	2.981105	3.749401	1.000000
human3_lib4.final_cell_0459	-13.045731	-12.288009	13.737338	3.000000
human3_lib4.final_cell_0460	2.447544	8.934894	17.847068	1.000000
human3_lib4.final_cell_0461	6.831436	6.268569	8.389891	1.000000
human3_lib4.final_cell_0462	12.879390	-10.844801	1.195153	1.000000
human3_lib4.final_cell_0463	13.807035	-10.155436	-1.332239	1.000000
human3_lib4.final_cell_0464	-5.436256	9.118203	-5.494309	1.000000
human3_lib4.final_cell_0465	16.627930	-9.602452	8.144010	1.000000
human3_lib4.final_cell_0466	-16.089920	-6.325112	-6.392461	3.000000
human3_lib4.final_cell_0467	-12.510247	-13.102648	4.087329	1.000000
human3_lib4.final_cell_0468	6.141257	9.258285	13.740306	3.000000
human3_lib4.final_cell_0469	-6.396248	-1.697911	-1.751550	3.000000
human3_lib4.final_cell_0470	9.039997	-10.610958	0.613500	1.000000
human3_lib4.final_cell_0471	10.950130	8.740592	-6.367647	1.000000
human3_lib4.final_cell_0472	13.761943	3.924245	-8.658272	1.000000
human3_lib4.final_cell_0473	19.895159	-5.277353	1.540895	1.000000
human3_lib4.final_cell_0474	-8.270098	-1.452572	-4.349619	3.000000
human3_lib4.final_cell_0475	9.973246	-4.156393	2.378335	1.000000
human3_lib4.final_cell_0476	19.050444	-12.376367	-1.053615	1.000000
human3_lib4.final_cell_0477	2.805502	7.971897	-1.499961	1.000000
human3_lib4.final_cell_0478	-9.282221	0.592962	-1.903260	3.000000
human3_lib4.final_cell_0479	12.345675	0.538348	6.586825	1.000000
human3_lib4.final_cell_0480	-9.238488	5.383208	-0.083020	4.000000
human3_lib4.final_cell_0481	12.434884	-13.318012	-6.306694	1.000000
human3_lib4.final_cell_0482	14.135083	4.904041	-5.170976	1.000000
human3_lib4.final_cell_0483	5.857983	7.062483	8.177203	1.000000
human3_lib4.final_cell_0484	-2.404721	6.711156	3.360732	1.000000
human3_lib4.final_cell_0485	10.206123	7.629744	8.485422	1.000000
human3_lib4.final_cell_0486	11.762469	14.712512	-5.544726	1.000000
human3_lib4.final_cell_0487	-9.952753	3.892326	3.671645	3.000000
human3_lib4.final_cell_0488	-5.329157	1.677654	2.158680	1.000000
human3_lib4.final_cell_0489	-8.608178	-3.395014	-4.166454	3.000000
human3_lib4.final_cell_0490	10.516276	8.136462	-12.048061	6.000000
human3_lib4.final_cell_0491	-8.178835	-11.922738	12.323154	3.000000
human3_lib4.final_cell_0492	6.254431	8.731428	-7.007866	1.000000
human3_lib4.final_cell_0493	0.383938	2.496086	17.298772	1.000000
human3_lib4.final_cell_0494	-23.513303	-29.039657	-5.584189	3.000000
human3_lib4.final_cell_0495	7.089693	-4.474540	10.589585	1.000000
human3_lib4.final_cell_0496	-1.633775	13.224776	2.199091	1.000000
human3_lib4.final_cell_0497	10.991296	-9.733210	1.475133	1.000000
human3_lib4.final_cell_0498	11.185259	9.331986	-5.737414	1.000000
human3_lib4.final_cell_0499	-3.447337	-0.730549	-0.331906	3.000000
human3_lib4.final_cell_0500	11.504629	9.007233	-6.090596	1.000000
human3_lib4.final_cell_0501	10.335573	-12.701954	-4.424623	1.000000
human3_lib4.final_cell_0502	-21.550568	4.540339	4.962741	3.000000
human3_lib4.final_cell_0503	1.219572	7.162024	4.561468	1.000000
human3_lib4.final_cell_0504	-2.825033	-6.038229	-7.926687	1.000000
human3_lib4.final_cell_0505	-18.011474	9.628355	-8.410375	3.000000
human3_lib4.final_cell_0506	16.204978	-7.818455	-0.885809	1.000000
human3_lib4.final_cell_0507	-7.998225	-5.287301	-5.301544	3.000000
human3_lib4.final_cell_0508	7.806281	-9.442569	-4.305912	1.000000
human3_lib4.final_cell_0509	8.200994	4.626341	10.261530	1.000000
human3_lib4.final_cell_0510	-5.297878	4.726847	1.635819	1.000000
human3_lib4.final_cell_0511	-5.905634	7.990289	3.928232	1.000000
human3_lib4.final_cell_0512	-12.946661	-3.834906	-10.258734	3.000000
human3_lib4.final_cell_0513	-8.207307	-3.293670	-0.825127	3.000000
human3_lib4.final_cell_0514	0.710428	-0.646952	14.577817	1.000000
human3_lib4.final_cell_0515	-13.555578	-0.066518	0.489441	3.000000
human3_lib4.final_cell_0516	-5.436970	1.452206	1.651210	1.000000
human3_lib4.final_cell_0517	-4.173211	-2.472235	0.983770	3.000000
human3_lib4.final_cell_0518	11.406305	-9.070628	0.294730	3.000000
human3_lib4.final_cell_0519	-21.411773	8.541415	-4.144220	3.000000
human3_lib4.final_cell_0520	-4.657324	3.834452	-7.085997	3.000000
human3_lib4.final_cell_0521	-9.379806	4.987946	11.804937	6.000000
human3_lib4.final_cell_0522	9.169924	14.407398	-5.237341	1.000000
human3_lib4.final_cell_0523	-3.042448	15.217270	2.045265	1.000000
human3_lib4.final_cell_0524	-0.886551	0.630880	-5.005332	3.000000
human3_lib4.final_cell_0525	14.135821	-8.720694	-3.606695	1.000000
human3_lib4.final_cell_0526	9.987221	-6.150581	-1.507552	1.000000
human3_lib4.final_cell_0527	5.048144	8.137160	5.715471	1.000000
human3_lib4.final_cell_0528	10.620594	-5.826673	0.464159	1.000000
human3_lib4.final_cell_0529	11.987216	5.287400	-7.962239	1.000000
human3_lib4.final_cell_0530	-6.732361	2.433369	1.557969	6.000000
human3_lib4.final_cell_0531	9.903682	5.794600	-5.315140	1.000000
human3_lib4.final_cell_0532	13.147898	6.814958	-6.478114	1.000000
human3_lib4.final_cell_0533	-7.088721	-8.391488	11.803396	3.000000
human3_lib4.final_cell_0534	-10.115914	5.629224	2.770534	3.000000
human3_lib4.final_cell_0535	2.532308	16.460082	0.658635	1.000000
human3_lib4.final_cell_0536	-7.199675	1.103378	0.879766	6.000000
human3_lib4.final_cell_0537	-14.535670	-15.997051	-28.787338	3.000000
human3_lib4.final_cell_0538	-14.426733	-3.601423	2.983786	3.000000
human3_lib4.final_cell_0539	4.264512	11.901965	9.294567	1.000000
human3_lib4.final_cell_0540	-13.408452	2.037112	-2.962316	3.000000
human3_lib4.final_cell_0541	5.898058	-6.003687	3.168502	1.000000
human3_lib4.final_cell_0542	-2.692426	0.539694	17.247252	1.000000
human3_lib4.final_cell_0543	9.436008	-1.827608	-3.844323	1.000000
human3_lib4.final_cell_0544	17.213645	-6.730035	3.196878	1.000000
human3_lib4.final_cell_0545	5.458911	8.498790	7.371177	1.000000
human3_lib4.final_cell_0546	-6.070061	2.280806	4.464487	1.000000
human3_lib4.final_cell_0547	11.813959	-2.418306	8.645166	1.000000
human3_lib4.final_cell_0548	-12.900935	9.132580	-6.125156	3.000000
human3_lib4.final_cell_0549	-18.409155	-1.599411	-2.384759	3.000000
